	nucleotide metabolism	metabolism of terpenoids and polyketides	glycan biosynthesis and metabolism	metabolism of other secondary metabolites	biosynthesis of other secondary metabolites	lipid metabolism	energy metabolism	metabolism of other amino acids	metabolism of cofactors and vitamins	xenobiotics biodegradation and metabolism	amino acid metabolism	carbohydrate metabolism
T2D-054	0.041965227652931	0.027197068010327997	0.055533938926380644	1.5802655828448756e-06	0.07222593171280549	0.037953748107793776	0.1298216923827036	0.03287516001389643	0.09516572720587244	0.0615593666338703	0.17359111182515685	0.2721094472626786
T2D-079	0.04216776152650184	0.025356707713077593	0.04869165409616741	2.8657055333323893e-06	0.07101840546955898	0.04046867412611019	0.12455011081951653	0.030523327833689277	0.09555460447309166	0.06337334021555215	0.17432549762677646	0.28396705039442455
T2D-080	0.03767790705619694	0.026309396254926423	0.06018804656040833	2.460869302694106e-06	0.06485979656467156	0.038152989923650064	0.12196723836161955	0.032060886725035494	0.09502629553306577	0.06514262975701221	0.17031519365412323	0.28829715873998774
T2D-003	0.03602593890034417	0.02540446489747338	0.0507065799262978	3.5279395980315973e-06	0.06378894264412095	0.04351062832606891	0.1244542950499125	0.031814353269027325	0.08412153117249813	0.07626962819090713	0.16975629525059244	0.2941438144331593
T2D-055	0.038569939110586184	0.027249989203550182	0.05444258482304221	1.9733306407086676e-06	0.06809199284748109	0.044300898620558984	0.11747925074221674	0.03211080595512919	0.08809681488898645	0.06680980307557675	0.1695142747062136	0.29333167269601806
T2D-081	0.04057687598397738	0.02787003118137959	0.0468321594772306	5.434090488006159e-05	0.07136496293071701	0.04011724918318473	0.12535647732432267	0.03223074096160664	0.09276277591027182	0.0640489134574209	0.17527011554097685	0.2835153571440317
T2D-056	0.04345119841233384	0.027766703358905336	0.04899711993796433	6.796174302603081e-07	0.07286213281381193	0.044385610548605896	0.12177258947483903	0.03129427679601745	0.0864443504526462	0.07167331373710614	0.17320432289550022	0.27814770195483923
T2D-082	0.04595485449496689	0.027166888539558245	0.049900539986923086	2.5753949022091476e-06	0.07337214355445362	0.04037234148294111	0.12817411188285227	0.03176944329327987	0.09301465326875272	0.06463271254025221	0.1751595415244603	0.2704801940366574
T2D-028	0.039593428416702964	0.025302448965181846	0.04474206600411735	5.779613649789125e-07	0.06882693169178263	0.04353928455221038	0.12521164340574728	0.03053509001761544	0.09544160857974643	0.069909686678619	0.17328839897648793	0.2836088347504239
T2D-083	0.03257682018275065	0.028020012038726734	0.05465706072627796	0.0	0.062087636213762946	0.04203461154947283	0.12211655732181444	0.030012771641105798	0.08695059410713825	0.07341367584618977	0.16595076489787522	0.3021794954748853
T2D-029	0.04477296651671269	0.025105367443896638	0.038300828497200484	1.0705669046075106e-06	0.07681150412225989	0.04420504308234254	0.11302481123766792	0.036568097437052215	0.0909365686094854	0.0669538522107851	0.19455499818301164	0.26876489209268084
T2D-057	0.03922041174634701	0.026308761520981605	0.050196146071496854	4.900196968432559e-07	0.07118861700438207	0.04371400477145839	0.11737431112545166	0.034830202251742416	0.08742987468830345	0.07301937520699668	0.16969693038059797	0.287020875212545
T2D-004	0.03969586360766127	0.02692300800967089	0.04839350311802014	7.266201850148323e-06	0.07020006979226898	0.04019238760925996	0.1201120940759549	0.032943268929060604	0.09048543666619405	0.0658145228686704	0.1758274827837032	0.28940509633768546
